type,latitude,longitude,course,distance (km),distance_interval (m),name,desc
T,36.876810000,-87.746515000,270.0,153.081,0.45,,
T,36.876746000,-87.747712000,266.2,153.188,106.95,,
T,36.876719000,-87.748227000,266.3,153.234,46.01,,
T,36.876622000,-87.749853000,265.7,153.380,145.37,,
T,36.876599000,-87.750127000,264.0,153.404,24.56,,
T,36.876568000,-87.750397000,261.8,153.428,24.32,,
T,36.876528000,-87.750662000,259.3,153.453,24.04,,
T,36.876495000,-87.750845000,257.3,153.469,16.72,,
T,36.876482000,-87.750921000,257.9,153.476,6.93,,
T,36.876429000,-87.751174000,255.3,153.499,23.31,,
T,36.876372000,-87.751413000,253.4,153.522,22.23,,
T,36.876303000,-87.751659000,250.7,153.545,23.23,,
T,36.876153000,-87.752122000,248.0,153.589,44.51,,
T,36.875992000,-87.752582000,246.4,153.634,44.73,,
T,36.875455000,-87.754012000,244.9,153.775,140.73,,
T,36.875013000,-87.755189000,244.9,153.891,115.84,,
T,36.873849000,-87.758304000,245.0,154.197,306.30,,
T,36.872861000,-87.760949000,245.0,154.457,260.07,,
T,36.872696000,-87.761391000,245.0,154.501,43.45,,
T,36.872398000,-87.762185000,244.9,154.579,78.14,,
T,36.872209000,-87.762691000,245.0,154.628,49.75,,
T,36.871962000,-87.763380000,245.9,154.696,67.27,,
T,36.871884000,-87.763610000,247.0,154.718,22.26,,
T,36.871583000,-87.764536000,247.9,154.807,89.06,,
T,36.871387000,-87.765183000,249.3,154.869,61.65,,
T,36.871339000,-87.765346000,249.8,154.884,15.48,,
T,36.871232000,-87.765713000,250.0,154.919,34.81,,
T,36.871096000,-87.766199000,250.7,154.965,45.89,,
T,36.870176000,-87.769649000,251.6,155.289,324.11,,
T,36.869303000,-87.772919000,251.5,155.596,307.24,,
T,36.869015000,-87.774016000,251.8,155.699,102.90,,
T,36.868899000,-87.774439000,251.1,155.739,39.85,,
T,36.868329000,-87.776555000,251.4,155.938,198.99,,
T,36.868141000,-87.777285000,252.2,156.006,68.35,,
T,36.868031000,-87.777773000,254.3,156.052,45.19,,
T,36.867985000,-87.778018000,256.8,156.074,22.43,,
T,36.867934000,-87.778341000,258.8,156.103,29.35,,
T,36.867909000,-87.778515000,259.8,156.119,15.76,,
T,36.867874000,-87.778757000,259.8,156.141,21.92,,
T,36.867846000,-87.779006000,262.0,156.163,22.42,,
T,36.867822000,-87.779261000,263.3,156.186,22.89,,
T,36.867806000,-87.779520000,265.6,156.209,23.16,,
T,36.867787000,-87.780054000,267.5,156.257,47.66,,
T,36.867784000,-87.781169000,269.8,156.357,99.42,,
T,36.867787000,-87.783472000,270.1,156.562,205.35,,
T,36.867787000,-87.783615000,270.0,156.575,12.75,,
T,36.867790000,-87.786633000,270.1,156.844,269.10,,
T,36.867791000,-87.788050000,270.1,156.970,126.35,,
T,36.867795000,-87.791378000,270.1,157.267,296.74,,
T,36.867795000,-87.791782000,270.0,157.303,36.02,,
T,36.867785000,-87.792342000,268.7,157.353,49.95,,
T,36.867764000,-87.792743000,266.3,157.389,35.83,,
T,36.867742000,-87.792974000,263.2,157.409,20.74,,
T,36.867711000,-87.793203000,260.4,157.430,20.71,,
T,36.867672000,-87.793426000,257.7,157.450,20.35,,
T,36.867626000,-87.793646000,255.4,157.471,20.27,,
T,36.867571000,-87.793863000,252.4,157.491,20.29,,
T,36.867508000,-87.794075000,249.6,157.511,20.15,,
T,36.867437000,-87.794284000,247.0,157.531,20.23,,
T,36.867359000,-87.794487000,244.3,157.551,20.06,,
T,36.867276000,-87.794686000,242.5,157.571,19.99,,
T,36.867186000,-87.794880000,239.9,157.591,19.97,,
T,36.867089000,-87.795068000,237.2,157.611,19.92,,
T,36.866987000,-87.795249000,234.8,157.631,19.71,,
T,36.866879000,-87.795424000,232.4,157.651,19.68,,
T,36.866832000,-87.795491000,228.8,157.659,7.93,,
T,36.866754000,-87.795589000,225.1,157.671,12.30,,
T,36.866642000,-87.795743000,227.7,157.689,18.52,,
T,36.866517000,-87.795892000,223.6,157.709,19.21,,
T,36.866388000,-87.796037000,222.0,157.728,19.29,,
T,36.866279000,-87.796150000,219.7,157.744,15.74,,
T,36.866113000,-87.796311000,217.8,157.767,23.36,,
T,36.865966000,-87.796440000,215.1,157.787,19.96,,
T,36.865812000,-87.796560000,211.9,157.807,20.16,,
T,36.865651000,-87.796671000,208.9,157.828,20.43,,
T,36.865487000,-87.796774000,206.7,157.848,20.39,,
T,36.865318000,-87.796872000,204.9,157.869,20.69,,
T,36.864971000,-87.797052000,202.5,157.910,41.72,,
T,36.863863000,-87.797580000,200.9,158.042,131.67,,
T,36.863727000,-87.797645000,200.9,158.058,16.17,,
T,36.863567000,-87.797726000,202.0,158.077,19.17,,
T,36.863299000,-87.797870000,203.3,158.110,32.39,,
T,36.863117000,-87.797981000,206.0,158.132,22.49,,
T,36.862863000,-87.798156000,208.9,158.165,32.22,,
T,36.862676000,-87.798302000,212.0,158.189,24.50,,
T,36.862481000,-87.798478000,215.8,158.216,26.73,,
T,36.862352000,-87.798589000,214.5,158.233,17.40,,
T,36.862215000,-87.798727000,218.9,158.253,19.56,,
T,36.862083000,-87.798887000,224.1,158.273,20.45,,
T,36.862051000,-87.798928000,225.7,158.278,5.10,,
T,36.861958000,-87.799047000,225.7,158.293,14.80,,
T,36.861850000,-87.799200000,228.6,158.311,18.16,,
T,36.861721000,-87.799399000,231.0,158.334,22.80,,
T,36.861620000,-87.799567000,233.1,158.353,18.71,,
T,36.861513000,-87.799742000,232.6,158.372,19.61,,
T,36.861421000,-87.799927000,238.1,158.392,19.40,,
T,36.861303000,-87.800206000,242.1,158.420,28.12,,
T,36.861204000,-87.800480000,245.7,158.447,26.79,,
T,36.861102000,-87.800832000,250.1,158.480,33.37,,
T,36.861035000,-87.801107000,253.1,158.506,25.63,,
T,36.860991000,-87.801314000,255.1,158.525,19.09,,
T,36.860930000,-87.801666000,257.8,158.557,32.11,,
T,36.860880000,-87.802042000,260.6,158.591,33.99,,
T,36.860594000,-87.804633000,262.1,158.824,233.22,,
T,36.860225000,-87.807987000,262.2,159.126,301.88,,
T,36.860163000,-87.808514000,261.6,159.173,47.50,,
T,36.860131000,-87.808744000,260.1,159.194,20.82,,
T,36.860066000,-87.809148000,258.6,159.231,36.74,,
T,36.860016000,-87.809394000,255.7,159.254,22.63,,
T,36.859959000,-87.809639000,253.8,159.276,22.75,,
T,36.859895000,-87.809882000,251.8,159.299,22.80,,
T,36.859824000,-87.810121000,249.6,159.322,22.72,,
T,36.859703000,-87.810472000,246.7,159.356,34.06,,
T,36.859563000,-87.810815000,243.0,159.390,34.31,,
T,36.859528000,-87.810893000,240.7,159.398,7.97,,
T,36.859460000,-87.811044000,240.6,159.414,15.44,,
T,36.859347000,-87.811275000,238.6,159.438,24.12,,
T,36.859223000,-87.811504000,235.9,159.462,24.62,,
T,36.859087000,-87.811730000,233.1,159.488,25.18,,
T,36.858945000,-87.811949000,231.0,159.513,25.09,,
T,36.858794000,-87.812162000,228.5,159.538,25.33,,
T,36.858636000,-87.812366000,225.9,159.563,25.27,,
T,36.858472000,-87.812560000,223.4,159.588,25.11,,
T,36.858215000,-87.812834000,220.5,159.626,37.56,,
T,36.858128000,-87.812921000,218.7,159.638,12.39,,
T,36.857948000,-87.813087000,216.4,159.663,24.86,,
T,36.857491000,-87.813473000,214.1,159.724,61.29,,
T,36.856069000,-87.814625000,213.0,159.913,188.30,,
T,36.853568000,-87.816650000,212.9,160.244,331.13,,
T,36.852937000,-87.817155000,212.6,160.327,83.26,,
T,36.852062000,-87.817859000,212.8,160.443,115.63,,
T,36.850066000,-87.819497000,213.3,160.708,265.34,,
T,36.846571000,-87.822362000,213.3,161.173,464.46,,
T,36.846135000,-87.822720000,213.3,161.231,57.97,,
T,36.845699000,-87.823098000,214.8,161.290,58.97,,
T,36.845480000,-87.823307000,217.4,161.320,30.63,,
T,36.844820000,-87.824027000,221.1,161.418,97.41,,
T,36.844704000,-87.824154000,221.2,161.435,17.15,,
T,36.844547000,-87.824370000,227.8,161.461,25.98,,
T,36.844247000,-87.824794000,228.5,161.511,50.38,,
T,36.844002000,-87.825188000,232.2,161.556,44.43,,
T,36.843981000,-87.825226000,235.4,161.560,4.11,,
T,36.843665000,-87.825805000,235.7,161.622,62.42,,
T,36.843518000,-87.826111000,239.0,161.654,31.80,,
T,36.843372000,-87.826458000,242.3,161.689,34.93,,
T,36.843297000,-87.826657000,244.8,161.708,19.60,,
T,36.843044000,-87.827334000,245.0,161.775,66.59,,
T,36.842915000,-87.827758000,249.2,161.815,40.44,,
T,36.842804000,-87.828212000,253.0,161.858,42.33,,
T,36.842644000,-87.828941000,254.7,161.925,67.40,,
T,36.842577000,-87.829297000,256.8,161.958,32.61,,
T,36.842350000,-87.830522000,257.0,162.070,112.13,,
T,36.842074000,-87.832146000,258.0,162.218,148.06,,
T,36.841811000,-87.833392000,255.2,162.333,114.91,,
T,36.841561000,-87.834507000,254.3,162.436,103.25,,
T,36.841505000,-87.834813000,257.1,162.464,27.99,,
T,36.841445000,-87.835133000,256.8,162.493,29.31,,
T,36.841335000,-87.835592000,253.3,162.536,42.72,,
T,36.841229000,-87.835969000,250.6,162.572,35.63,,
T,36.841104000,-87.836325000,246.3,162.606,34.65,,
T,36.839772000,-87.840129000,246.4,162.977,370.11,,
T,36.839614000,-87.840596000,247.1,163.022,45.20,,
T,36.839503000,-87.840949000,248.6,163.056,33.81,,
T,36.839367000,-87.841425000,250.4,163.101,45.06,,
T,36.839275000,-87.841784000,252.2,163.134,33.61,,
T,36.839191000,-87.842143000,253.7,163.168,33.35,,
T,36.839141000,-87.842384000,255.5,163.190,22.20,,
T,36.839029000,-87.842962000,256.4,163.243,53.03,,
T,36.838664000,-87.844931000,257.0,163.423,180.24,,
T,36.838505000,-87.845825000,257.5,163.505,81.67,,
T,36.838455000,-87.846173000,259.8,163.536,31.53,,
T,36.838412000,-87.846527000,261.4,163.568,31.94,,
T,36.838380000,-87.846887000,263.7,163.600,32.31,,
T,36.838371000,-87.847071000,266.5,163.617,16.44,,
T,36.838355000,-87.847375000,266.2,163.644,27.17,,
T,36.838347000,-87.847866000,268.8,163.688,43.81,,
T,36.838356000,-87.848231000,271.8,163.720,32.57,,
T,36.838368000,-87.848477000,273.5,163.742,21.98,,
T,36.838386000,-87.848724000,275.2,163.765,22.12,,
T,36.838429000,-87.849219000,276.2,163.809,44.41,,
T,36.838634000,-87.851253000,277.2,163.992,182.85,,
T,36.838743000,-87.852337000,277.2,164.089,97.45,,
T,36.838819000,-87.852955000,278.7,164.145,55.77,,
T,36.838962000,-87.853896000,280.8,164.230,85.42,,
T,36.839234000,-87.855539000,281.7,164.380,149.63,,
T,36.839307000,-87.856012000,280.9,164.423,42.96,,
T,36.839357000,-87.856366000,280.0,164.455,32.06,,
T,36.839384000,-87.856602000,278.1,164.476,21.26,,
T,36.839406000,-87.856838000,276.6,164.498,21.19,,
T,36.839422000,-87.857073000,274.9,164.519,21.04,,
T,36.839432000,-87.857304000,273.1,164.539,20.63,,
T,36.839431000,-87.857644000,269.8,164.570,30.33,,
T,36.839416000,-87.857974000,266.7,164.599,29.48,,
T,36.839386000,-87.858293000,263.3,164.628,28.65,,
T,36.839329000,-87.858712000,260.4,164.666,37.91,,
T,36.839254000,-87.859130000,257.4,164.704,38.20,,
T,36.839208000,-87.859336000,254.4,164.723,19.07,,
T,36.839156000,-87.859541000,252.4,164.742,19.17,,
T,36.838953000,-87.860218000,249.5,164.807,64.45,,
T,36.838782000,-87.860672000,244.8,164.851,44.72,,
T,36.838573000,-87.861087000,237.8,164.895,43.68,,
T,36.838307000,-87.861542000,233.9,164.945,50.19,,
T,36.838111000,-87.861843000,230.9,164.980,34.55,,
T,36.837897000,-87.862144000,228.4,165.016,35.85,,
T,36.837617000,-87.862485000,224.3,165.059,43.48,,
T,36.837331000,-87.862746000,216.1,165.098,39.36,,
T,36.836960000,-87.863046000,212.9,165.147,49.10,,
T,36.836427000,-87.863391000,207.4,165.214,66.68,,
T,36.835187000,-87.864104000,204.7,165.366,151.60,,
T,36.834962000,-87.864233000,204.6,165.393,27.49,,
T,36.833500000,-87.864992000,202.6,165.569,175.81,,
T,36.833295000,-87.865115000,205.7,165.594,25.26,,
T,36.832967000,-87.865314000,205.9,165.635,40.50,,
T,36.832315000,-87.865743000,207.8,165.717,81.85,,
T,36.830294000,-87.867266000,211.1,165.979,262.22,,
T,36.827935000,-87.868940000,209.6,166.280,301.39,,
T,36.825378000,-87.870860000,211.0,166.612,331.45,,
T,36.824586000,-87.871450000,210.8,166.714,102.45,,
T,36.823624000,-87.872180000,211.3,166.839,125.06,,
T,36.823211000,-87.872502000,212.0,166.893,54.09,,
T,36.822916000,-87.872785000,217.5,166.935,41.34,,
T,36.822491000,-87.873245000,220.9,166.997,62.52,,
T,36.821998000,-87.873875000,225.7,167.076,78.44,,
T,36.821488000,-87.874590000,228.3,167.161,85.28,,
T,36.820702000,-87.875990000,235.0,167.313,152.35,,
T,36.819794000,-87.877613000,235.1,167.490,176.41,,
T,36.819233000,-87.878575000,233.9,167.596,106.03,,
T,36.818666000,-87.879559000,234.3,167.704,108.01,,
T,36.818168000,-87.880338000,231.4,167.792,88.80,,
T,36.817652000,-87.881053000,228.0,167.878,85.73,,
T,36.816683000,-87.882199000,223.4,168.027,148.39,,
T,36.816218000,-87.882752000,223.6,168.098,71.40,,
T,36.815708000,-87.883382000,224.7,168.178,79.77,,
T,36.815238000,-87.884004000,226.7,168.254,76.16,,
T,36.814768000,-87.884833000,234.7,168.344,90.51,,
T,36.814377000,-87.885647000,239.0,168.429,84.61,,
T,36.814059000,-87.886439000,243.4,168.508,78.99,,
T,36.813776000,-87.887338000,248.5,168.594,86.14,,
T,36.813560000,-87.888216000,252.9,168.676,81.93,,
T,36.813424000,-87.889009000,257.9,168.748,72.35,,
T,36.813339000,-87.889894000,263.2,168.828,79.53,,
T,36.813334000,-87.891210000,269.7,168.945,117.43,,
T,36.813361000,-87.892099000,272.2,169.025,79.38,,
T,36.813419000,-87.893284000,273.5,169.131,105.93,,
T,36.813532000,-87.894204000,278.7,169.214,83.04,,
T,36.813702000,-87.895592000,278.7,169.339,125.28,,
T,36.813779000,-87.896529000,275.9,169.423,84.04,,
T,36.813794000,-87.896955000,272.5,169.461,38.05,,
T,36.813798000,-87.897317000,270.8,169.493,32.30,,
T,36.813790000,-87.897658000,268.3,169.524,30.44,,
T,36.813766000,-87.897974000,264.6,169.552,28.32,,
T,36.813735000,-87.898236000,261.6,169.576,23.63,,
T,36.813680000,-87.898588000,259.0,169.608,32.00,,
T,36.813601000,-87.898961000,255.2,169.642,34.42,,
T,36.813498000,-87.899294000,248.9,169.674,31.84,,
T,36.813249000,-87.899994000,246.0,169.742,68.30,,
T,36.813043000,-87.900609000,247.3,169.802,59.45,,
T,36.812642000,-87.901254000,232.2,169.875,72.75,,
T,36.812206000,-87.901920000,230.7,169.951,76.63,,
T,36.811226000,-87.903102000,224.0,170.103,151.50,,
T,36.810249000,-87.904316000,224.9,170.256,153.26,,
T,36.810160000,-87.904426000,224.7,170.270,13.92,,
T,36.808624000,-87.906330000,224.8,170.511,240.67,,
T,36.807525000,-87.907710000,225.2,170.684,173.32,,
T,36.807320000,-87.908009000,229.4,170.719,35.06,,
T,36.806907000,-87.908609000,229.3,170.789,70.48,,
T,36.806436000,-87.909555000,238.1,170.889,99.29,,
T,36.806037000,-87.910627000,245.1,170.994,105.41,,
T,36.805846000,-87.911292000,250.3,171.057,63.01,,
T,36.805717000,-87.911917000,255.5,171.115,57.58,,
T,36.805590000,-87.912737000,259.1,171.189,74.52,,
T,36.805534000,-87.913133000,260.0,171.225,35.88,,
T,36.805228000,-87.915373000,260.3,171.428,202.76,,
T,36.805125000,-87.916074000,259.6,171.491,63.59,,
T,36.805026000,-87.916806000,260.4,171.558,66.24,,
T,36.804915000,-87.917564000,259.6,171.626,68.76,,
T,36.804799000,-87.918484000,261.1,171.710,83.10,,
T,36.804764000,-87.918963000,264.8,171.752,42.92,,
T,36.804752000,-87.919329000,267.7,171.785,32.69,,
T,36.804751000,-87.919545000,269.7,171.804,19.28,,
T,36.804760000,-87.919809000,272.4,171.828,23.58,,
T,36.804773000,-87.920063000,273.7,171.851,22.71,,
T,36.804804000,-87.920355000,277.6,171.877,26.28,,
T,36.804839000,-87.920598000,280.2,171.899,22.03,,
T,36.804896000,-87.920929000,282.1,171.929,30.21,,
T,36.804974000,-87.921306000,284.5,171.964,34.74,,
T,36.805077000,-87.921721000,287.2,172.003,38.76,,
T,36.805433000,-87.923239000,286.3,172.144,141.11,,
T,36.805532000,-87.923765000,283.2,172.192,48.21,,
T,36.805588000,-87.924116000,281.3,172.224,31.93,,
T,36.805616000,-87.924352000,278.4,172.245,21.29,,
T,36.805637000,-87.924555000,277.4,172.264,18.26,,
T,36.805638000,-87.924822000,270.3,172.287,23.83,,
T,36.805660000,-87.925105000,275.5,172.313,25.37,,
T,36.805672000,-87.925362000,273.3,172.336,22.97,,
T,36.805684000,-87.925766000,272.1,172.372,36.08,,
T,36.805680000,-87.926218000,269.4,172.412,40.34,,
T,36.805673000,-87.926618000,268.7,172.448,35.70,,
T,36.805667000,-87.926755000,266.9,172.460,12.24,,
T,36.805658000,-87.926930000,266.3,172.476,15.65,,
T,36.805649000,-87.927057000,264.9,172.487,11.38,,
T,36.805616000,-87.927379000,262.7,172.516,28.97,,
T,36.805541000,-87.927977000,261.1,172.570,54.01,,
T,36.805144000,-87.930071000,256.7,172.762,191.99,,
T,36.805031000,-87.930625000,255.7,172.813,51.00,,
T,36.804809000,-87.931680000,255.3,172.910,97.32,,
T,36.804536000,-87.933043000,256.0,173.036,125.35,,
T,36.804468000,-87.933380000,255.9,173.067,31.01,,
T,36.804376000,-87.933798000,254.6,173.105,38.67,,
T,36.804302000,-87.934110000,253.5,173.134,29.03,,
T,36.804224000,-87.934364000,249.0,173.159,24.26,,
T,36.804162000,-87.934602000,252.0,173.181,22.33,,
T,36.804069000,-87.934866000,246.3,173.207,25.72,,
T,36.803992000,-87.935102000,247.8,173.229,22.73,,
T,36.803804000,-87.935591000,244.4,173.278,48.37,,
T,36.803672000,-87.935901000,242.0,173.309,31.30,,
T,36.803501000,-87.936266000,239.7,173.347,37.70,,
T,36.803322000,-87.936624000,238.0,173.384,37.62,,
T,36.803087000,-87.937099000,238.3,173.434,49.77,,
T,36.802876000,-87.937535000,238.9,173.480,45.41,,
T,36.802160000,-87.938875000,236.3,173.623,143.57,,
T,36.801866000,-87.939418000,235.9,173.682,58.42,,
T,36.801522000,-87.940096000,237.6,173.753,71.54,,
T,36.801140000,-87.940834000,237.1,173.832,78.32,,
T,36.800886000,-87.941344000,238.1,173.885,53.54,,
T,36.800698000,-87.941721000,238.1,173.925,39.59,,
T,36.800481000,-87.942138000,237.0,173.969,44.33,,
T,36.800246000,-87.942619000,238.6,174.019,50.23,,
T,36.799961000,-87.943177000,237.5,174.078,58.99,,
T,36.799864000,-87.943391000,240.5,174.100,21.92,,
T,36.799720000,-87.943737000,242.5,174.135,34.77,,
T,36.799564000,-87.944149000,244.7,174.176,40.64,,
T,36.799381000,-87.944678000,246.6,174.227,51.39,,
T,36.799269000,-87.945014000,247.4,174.259,32.46,,
T,36.799191000,-87.945299000,251.1,174.286,26.87,,
T,36.799103000,-87.945607000,250.4,174.315,29.17,,
T,36.799026000,-87.945911000,252.4,174.344,28.44,,
T,36.798951000,-87.946235000,253.9,174.374,30.09,,
T,36.798856000,-87.946660000,254.4,174.413,39.37,,
T,36.798788000,-87.947041000,257.4,174.448,34.83,,
T,36.798735000,-87.947330000,257.1,174.475,26.45,,
T,36.798674000,-87.947756000,259.9,174.513,38.62,,
T,36.798605000,-87.948304000,261.1,174.563,49.50,,
T,36.798564000,-87.948775000,263.8,174.605,42.28,,
T,36.798536000,-87.949099000,263.8,174.634,29.08,,
T,36.798524000,-87.949803000,268.8,174.697,62.84,,
T,36.798514000,-87.950172000,268.1,174.730,32.95,,
T,36.798517000,-87.950668000,270.4,174.774,44.27,,
T,36.798535000,-87.951232000,272.3,174.825,50.37,,
T,36.799036000,-87.957131000,276.1,175.354,529.39,,
T,36.799125000,-87.958286000,275.5,175.457,103.55,,
T,36.799136000,-87.958571000,272.8,175.483,25.46,,
T,36.799158000,-87.958934000,274.3,175.515,32.49,,
T,36.799174000,-87.959187000,274.5,175.538,22.65,,
T,36.799198000,-87.959496000,275.5,175.566,27.71,,
T,36.799210000,-87.959816000,272.7,175.594,28.59,,
T,36.799209000,-87.960090000,269.7,175.619,24.45,,
T,36.799200000,-87.960368000,267.7,175.644,24.83,,
T,36.799180000,-87.960645000,264.8,175.668,24.82,,
T,36.799165000,-87.960855000,264.9,175.687,18.82,,
T,36.799076000,-87.961358000,257.5,175.733,45.96,,
T,36.798751000,-87.962973000,255.9,175.882,148.58,,
T,36.798696000,-87.963271000,257.0,175.909,27.29,,
T,36.798599000,-87.963846000,258.1,175.962,52.43,,
T,36.798538000,-87.964325000,261.0,176.005,43.28,,
T,36.798509000,-87.964712000,264.7,176.040,34.69,,
T,36.798459000,-87.965350000,264.4,176.097,57.21,,
T,36.798398000,-87.966454000,266.1,176.195,98.76,,
T,36.798327000,-87.966974000,260.3,176.243,47.07,,
T,36.798322000,-87.967852000,269.6,176.321,78.36,,
T,36.798337000,-87.968247000,272.7,176.356,35.29,,
T,36.798370000,-87.968856000,273.9,176.411,54.47,,
T,36.798432000,-87.969641000,275.6,176.481,70.40,,
T,36.798452000,-87.969839000,277.2,176.499,17.81,,
T,36.798490000,-87.970158000,278.5,176.528,28.78,,
T,36.798551000,-87.970494000,282.8,176.558,30.74,,
T,36.798610000,-87.970773000,284.8,176.584,25.75,,
T,36.798656000,-87.970974000,286.0,176.603,18.65,,
T,36.798718000,-87.971212000,288.0,176.625,22.33,,
T,36.801605000,-87.982638000,287.5,177.694,1068.85,,
T,36.801813000,-87.983401000,288.8,177.766,71.90,,
T,36.802461000,-87.986072000,286.9,178.015,248.98,,
T,36.802650000,-87.986703000,290.5,178.075,60.09,,
T,36.802762000,-87.987191000,286.0,178.120,45.29,,
T,36.802858000,-87.987720000,282.8,178.169,48.40,,
T,36.802911000,-87.988175000,278.3,178.210,41.03,,
T,36.802946000,-87.988610000,275.7,178.249,39.01,,
T,36.802957000,-87.989001000,272.0,178.284,34.91,,
T,36.802954000,-87.989298000,269.3,178.310,26.51,,
T,36.802935000,-87.989691000,266.5,178.345,35.13,,
T,36.802920000,-87.989899000,264.9,178.364,18.64,,
T,36.802885000,-87.990220000,262.2,178.393,28.91,,
T,36.802828000,-87.990596000,259.3,178.427,34.15,,
T,36.802777000,-87.990858000,256.3,178.451,24.06,,
T,36.802668000,-87.991309000,253.2,178.493,42.03,,
T,36.802573000,-87.991633000,249.9,178.524,30.78,,
T,36.802437000,-87.992048000,247.7,178.564,39.99,,
T,36.802320000,-87.992339000,243.3,178.593,29.03,,
T,36.802181000,-87.992662000,241.7,178.625,32.69,,
T,36.802107000,-87.992947000,252.0,178.652,26.73,,
